id,type,taxi_time,gate (block) hour,runway hour,rwy_day,distance,angle,angle error,shortest path,distance_gate,distance_long,distance_else,rwy,rwy_num,operation_mode,other_moving_ac,QDepDep,QDepArr,QArrDep,QArrArr,NDepDep,NDepArr,NArrDep,NArrArr
01-Aug-2021_EZY28TA,arrival,7.116666666666666,23,23,31,1209.1207989652494,369.1638420997987,0,1029.6221924779495,83.4322277087,0,1125.6885712565495,,-1,0,1,0,0,0,0,0,0,0,0
02-Aug-2021_EZY28TA,arrival,0.5833333333333334,22,22,02,408.80924412685556,146.95582339080568,0,64.2533580586,0,0,408.80924412685556,23R/05L,1,0,3,0,0,1,1,0,0,1,2
04-Aug-2021_EZY28TA,arrival,3.7,22,22,04,1839.191193045811,425.8347732054294,0,1424.0029245730616,88.9090138822,0,1750.2821791636109,23R/05L,1,0,2,0,0,0,0,0,0,0,2
06-Aug-2021_EZY28TA,arrival,2.5166666666666666,23,23,05,773.2893515576409,192.87293481264226,0,435.6924923494884,83.0918278028,0,690.1975237548409,,-1,0,0,0,0,0,0,0,0,0,0
05-Aug-2021_EZY28TA,arrival,0.9,22,22,05,548.2484374999502,223.23068887553458,0,167.65724346138285,0,0,548.2484374999502,23R/05L,1,0,0,0,0,0,0,0,0,0,0
07-Aug-2021_EZY28TA,arrival,5.25,23,23,06,1958.7386727247817,530.8087855867852,0,1440.4923650311791,109.502424066,0,1849.2362486587817,23R/05L,1,0,3,0,0,0,0,0,0,1,1
08-Aug-2021_EZY28TA,arrival,3.25,23,23,07,1516.676330847005,420.2504188558632,0,1093.8755505365496,83.4322277087,0,1433.244103138305,23R/05L,1,0,4,0,0,0,0,0,0,1,2
10-Aug-2021_EZY28TA,arrival,3.0166666666666666,23,23,09,876.8442717524944,383.68996643214393,0,613.5344407471493,90.959777885,0,785.8844938674944,,-1,0,0,0,0,0,0,0,0,0,0
09-Aug-2021_EZY28TA,arrival,2.7,22,22,09,1323.3841195449327,273.17491496494046,0,875.8228644456319,0,0,1323.3841195449327,23R/05L,1,0,1,0,0,0,1,0,0,0,1
11-Aug-2021_EZY28TA,arrival,3.7666666666666666,23,23,10,1562.107749330905,498.5673319398467,0,1149.9808674801495,104.571349969,0,1457.536399361905,23R/05L,1,0,1,0,0,0,0,0,0,0,0
12-Aug-2021_EZY28TA,arrival,3.7666666666666666,23,23,11,1493.115598206705,418.0196757156232,0,1036.2092724184495,91.6845157884,0,1401.431082418305,23R/05L,1,0,0,0,0,0,0,0,0,0,0
13-Aug-2021_EZY28TA,arrival,1427.45,22,23,13,2319.16839465917,635.8748019137017,0,790.0934915895381,0,0,2319.16839465917,23R/05L,1,0,2,0,0,151,168,0,0,0,0
15-Aug-2021_EZY28TA,arrival,3.8833333333333333,23,23,14,1569.5051602107098,409.8254495716167,0,1155.2163342079543,106.733294121,0,1462.7718660897099,23R/05L,1,0,1,0,0,0,0,0,0,0,1
16-Aug-2021_EZY28TA,arrival,3.216666666666667,22,22,16,1488.9372582284097,473.1013835991522,0,1133.5269066354542,0,0,1488.9372582284097,23R/05L,1,0,0,0,0,0,0,0,0,0,0
18-Aug-2021_EZY28TA,arrival,3.183333333333333,23,23,17,818.8496033233494,335.01278403919434,0,600.1020962700723,101.049188081,0,717.8004152423493,,-1,0,3,0,0,0,0,0,0,0,0
20-Aug-2021_EZY28TA,arrival,0.9666666666666667,23,23,19,208.4063532336,140.3003383364608,0,0,162.1488571428,0,46.257496090799975,,-1,0,1,0,0,0,0,0,0,0,0
19-Aug-2021_EZY28TA,arrival,1439.0166666666667,22,23,19,2631.1606676367524,473.9647369124016,0,1068.6878774112427,0,543.3363431868075,2087.824324449945,23R/05L,1,0,0,0,0,137,163,0,0,0,0
21-Aug-2021_EZY28TA,arrival,1430.85,22,23,21,2353.541138553576,749.482956464753,0,1149.9808674801495,104.571349969,0,2248.969788584576,23R/05L,1,0,1,0,0,140,158,0,0,0,0
23-Aug-2021_EZY28TA,arrival,4.866666666666666,22,22,23,1675.9233300526332,472.3523604633423,0,1432.4322730624256,106.733294121,608.7054608738868,960.4845750577465,23R/05L,1,0,2,0,0,0,1,0,0,0,2
24-Aug-2021_EZY28TA,arrival,4.316666666666666,22,22,24,1114.9978714079075,406.4936663091136,0,754.1517425621453,162.1488571428,0,952.8490142651075,23R/05L,1,0,1,0,0,0,0,0,0,1,0
25-Aug-2021_EZY28TA,arrival,3.6333333333333333,22,22,25,1524.9040269407826,441.84567476783826,0,1283.574914102575,104.571349969,608.7054608738868,811.6272160978958,23R/05L,1,0,0,0,0,0,0,0,0,0,0
27-Aug-2021_EZY28TA,arrival,1428.55,22,23,27,1832.117257591333,519.8715931034922,0,1581.3616169237007,112.574782287,608.7054608738868,1110.8370144304463,23R/05L,1,0,5,0,0,143,168,0,0,1,3
28-Aug-2021_EZY28TA,arrival,3.0166666666666666,22,22,28,1372.8877646938051,418.7819959631034,0,982.2404050092495,83.0918278028,0,1289.795936891005,23R/05L,1,0,2,0,0,0,1,0,0,0,2
30-Aug-2021_EZY28TA,arrival,3.95,22,22,30,1479.4839414188182,363.528760615718,0,1227.469597158975,83.4322277087,608.7054608738868,787.3462528362315,23R/05L,1,0,2,0,0,0,0,0,0,0,0
01-Sep-2021_EZY28TA,arrival,1.0,23,23,31,172.91152654680002,91.57030692039912,0,0,83.4322277087,0,89.47929883810002,,-1,0,0,0,0,0,0,0,0,0,0
31-Aug-2021_EZY28TA,arrival,2.8666666666666667,22,22,31,1364.2273600281826,271.9584547634556,0,1169.8033190408748,0,608.7054608738868,755.5218991542959,23R/05L,1,0,0,0,0,0,0,0,0,0,0
01-Aug-2021_406CABx2,arrival,3.9166666666666665,04,04,01,177.9172241106,180.5710521739955,0,42.9871493236,134.93007478700002,0,42.987149323599965,,-1,0,8,0,0,1,0,0,0,4,1
01-Aug-2021_406CABx5,departure,0.5833333333333334,15,15,01,471.6642287519353,78.51044209604412,0,93.24873519828544,0,0,471.6642287519353,23R/05L,1,0,6,0,0,0,0,5,1,0,0
18-Aug-2021_406CABx0,departure,4.966666666666667,06,06,18,157.21185984529998,93.65901925756786,0,45.3388234295,68.8858870922,0,88.32597275309999,,-1,0,6,1,0,0,0,2,3,0,0
22-Aug-2021_406CABx0,departure,6.1,06,06,22,375.1847628195,191.6333387104268,0,259.0201765867,68.0426694591,0,307.1420933604,,-1,0,6,0,1,0,0,1,2,0,0
24-Aug-2021_406CABx0,departure,4.15,05,05,24,911.0008700568902,187.30569881582767,0,93.24873519828544,0,0,911.0008700568902,23R/05L,1,0,4,0,0,0,0,2,1,0,0
29-Aug-2021_406CABx1,arrival,1.7833333333333334,14,14,29,467.7635340614722,203.5371687518437,0,219.79189777052227,111.624949329,0,356.1385847324722,,-1,0,9,0,0,1,0,0,0,4,3
21-Aug-2021_TOM3AT,arrival,8.583333333333334,22,22,21,2548.78392232123,591.7863973091723,0,2246.3512035080134,110.712389807,796.0465784219341,1642.024954092296,23R/05L,1,0,5,0,0,1,1,0,0,1,2
01-Aug-2021_EXS6RY,arrival,836.9833333333333,13,23,01,4379.4981942744125,1120.2395127020939,0,1784.9554297614482,99.4776789692,1388.4448618589208,2891.575653446292,23R/05L,1,0,3,0,0,84,70,0,0,0,1
03-Aug-2021_EXS6RY,arrival,8.35,13,12,03,2810.39484386983,627.6128023705755,0,2548.003767500846,71.3005402027,1070.438452629734,1668.6558510373957,23R/05L,1,0,8,0,0,2,3,0,0,2,5
05-Aug-2021_EXS6RY,arrival,5.566666666666666,13,13,05,1986.914963162268,588.2779238082001,0,1819.0299061752482,113.648321037,0,1873.266642125268,23R/05L,1,0,9,0,0,2,0,0,0,6,1
08-Aug-2021_EXS6RY,arrival,855.7166666666667,13,23,08,2963.620505038403,803.7280815403581,0,2246.3512035080134,110.712389807,556.021519785334,2296.886595446069,23R/05L,1,0,5,0,0,94,75,0,0,1,0
10-Aug-2021_EXS6RY,arrival,19.833333333333332,13,13,10,3183.8939104456495,560.558916908227,0,2675.1528498379416,110.712389807,796.0465784219341,2277.1349422167154,23R/05L,1,0,5,0,0,2,2,0,0,1,1
12-Aug-2021_EXS6RY,arrival,8.133333333333333,13,13,12,1976.255556452784,512.9478844591231,0,1874.4663922729483,102.035701168,0,1874.219855284784,23R/05L,1,0,8,0,0,2,3,0,0,2,3
14-Aug-2021_EXS6RY,arrival,5.7,22,22,14,1896.979610843168,666.5047673619279,0,1631.9881318476846,127.735225864,0,1769.244384979168,23R/05L,1,0,2,0,0,1,0,0,0,2,0
15-Aug-2021_EXS6RY,arrival,37.06666666666667,13,12,15,2613.44064928863,590.6041480381359,0,2315.6561063144136,106.064213968,796.0465784219341,1711.329856898696,23R/05L,1,0,8,0,0,5,15,0,0,1,4
17-Aug-2021_EXS6RY,arrival,9.483333333333333,13,13,17,2977.468916926704,748.3772313009575,0,2548.003767500846,71.3005402027,1224.2188548686117,1681.949521855392,23R/05L,1,0,6,0,0,2,2,0,0,3,2
19-Aug-2021_EXS6RY,arrival,6.2,12,12,19,2618.08882512763,592.661786164661,0,2246.3512035080134,110.712389807,796.0465784219341,1711.329856898696,23R/05L,1,0,8,0,0,1,2,0,0,4,2
21-Aug-2021_EXS6RY,arrival,6.366666666666666,22,22,21,2435.2969761719096,504.7618677989566,0,2303.268038602877,102.035701168,0,2333.2612750039098,23R/05L,1,0,6,0,0,0,2,0,0,1,3
22-Aug-2021_EXS6RY,arrival,15.716666666666667,13,13,22,2663.76793065933,627.384433970974,0,2459.440269168046,67.0714083598,1019.764459621634,1576.9320626778958,23R/05L,1,0,9,0,0,1,4,0,0,1,3
24-Aug-2021_EXS6RY,arrival,8.066666666666666,13,13,24,2679.26957210497,528.5926415986634,0,2482.801894564871,67.8586664272,1798.0695034291984,813.3414022485713,,-1,0,10,0,0,0,2,0,0,3,3
26-Aug-2021_EXS6RY,arrival,0.7666666666666667,13,13,26,400.3362902457281,299.78318546582847,0,144.46363291776407,0,0,400.3362902457281,23R/05L,1,0,10,0,0,1,0,0,0,5,5
28-Aug-2021_EXS6RY,arrival,5.966666666666667,22,22,28,2861.879403880444,588.845254263872,0,2481.600236284563,71.3005402027,1019.764459621634,1770.8144040561097,23R/05L,1,0,2,0,0,0,0,0,0,0,1
29-Aug-2021_EXS6RY,arrival,17.583333333333332,13,13,29,2198.663309011541,610.9174445924962,0,2029.8423138134367,113.648321037,608.7054608738868,1476.3095271006541,23R/05L,1,0,9,0,0,3,4,0,0,3,4
31-Aug-2021_EXS6RY,arrival,6.65,13,13,31,2875.5162765086034,650.0239547552701,0,2670.252676806235,67.0714083598,1628.469920495521,1179.9749476532825,23R/05L,1,0,12,0,0,1,2,0,0,5,6
04-Aug-2021_LIGHT 2,arrival,0.7166666666666667,23,23,03,384.47962426460003,186.0142885611498,0,164.8388408196,219.640783445,0,164.83884081960002,,-1,0,1,0,0,0,0,0,0,0,1
09-Aug-2021_LIGHT 2,arrival,0.43333333333333335,18,18,09,357.4186516837,207.3550225855129,0,158.9169671457,198.501684538,0,158.91696714569997,,-1,0,1,0,0,0,0,0,0,1,0
26-Aug-2021_LIGHT 2,departure,9.333333333333334,23,00,26,1738.3664236437457,815.7337708803923,0,1486.4065875456372,112.574782287,0,1625.7916413567457,,-1,0,4,0,1,0,0,1,1,0,0
27-Aug-2021_LIGHT 2,arrival,78.48333333333333,01,23,27,499.6538149357723,219.576235812598,0,288.90071338137227,210.75310155440002,0,288.90071338137227,,-1,0,5,0,0,2,4,0,0,2,2
01-Aug-2021_EXS22YM,arrival,8.316666666666666,23,23,31,2663.76793065933,627.384433970974,0,2459.440269168046,67.0714083598,1019.764459621634,1576.9320626778958,23R/05L,1,0,3,0,0,0,1,0,0,0,1
02-Aug-2021_EXS22YM,arrival,8.5,00,00,02,2875.5049435466676,650.0239558234068,0,2670.252676806235,67.0714083598,1628.469920495521,1179.9636146913467,23R/05L,1,0,2,0,0,0,0,0,0,0,1
03-Aug-2021_EXS22YM,arrival,5.7,23,23,02,1986.914963162268,588.2779238082001,0,1819.0299061752482,113.648321037,0,1873.266642125268,23R/05L,1,0,4,0,0,0,1,0,0,0,4
05-Aug-2021_EXS22YM,arrival,6.2,00,00,05,2426.42760474843,588.1143725521375,0,2154.1618598076466,112.840287221,796.0465784219341,1517.540739105496,23R/05L,1,0,1,0,0,0,0,0,0,0,1
06-Aug-2021_EXS22YM,arrival,7.65,22,22,06,2621.75204243503,626.7402014568705,0,2373.385221231646,68.0426694591,1019.764459621634,1533.9449133542957,23R/05L,1,0,1,0,0,0,2,0,0,0,1
08-Aug-2021_EXS22YM,arrival,3.816666666666667,23,23,07,1278.9900504151651,390.21640017637384,0,928.8010577024697,91.9089601694,0,1187.0810902457652,,-1,0,1,0,0,0,0,0,0,0,0
07-Aug-2021_EXS22YM,arrival,2.2,22,22,07,1314.5896868141224,232.60481870084337,0,841.2169262098206,0,0,1314.5896868141224,23R/05L,1,0,0,0,0,0,1,0,0,0,0
09-Aug-2021_EXS22YM,arrival,22.3,00,23,09,2618.08882512763,592.661786164661,0,2246.3512035080134,110.712389807,796.0465784219341,1711.329856898696,23R/05L,1,0,4,0,0,0,1,0,0,0,2
12-Aug-2021_EXS22YM,arrival,7.2,23,23,11,2618.08882512763,592.661786164661,0,2246.3512035080134,110.712389807,796.0465784219341,1711.329856898696,23R/05L,1,0,0,0,0,0,0,0,0,0,0
14-Aug-2021_EXS22YM,departure,1439.95,23,22,14,2650.3252361239297,535.0594602503036,0,964.7783427133651,96.615863148,1019.764459621634,1533.9449133542957,,-1,0,0,155,155,0,0,0,0,0,0
13-Aug-2021_EXS22YM,arrival,7.25,22,22,13,2814.373079285695,687.5111025596094,0,1966.6655198845485,96.615863148,796.0465784219341,1921.710637715761,23R/05L,1,0,2,0,0,0,2,0,0,0,2
15-Aug-2021_EXS22YM,arrival,1.6,23,23,14,244.209034502,99.03498075685339,0,134.1833228987,67.0385622797,0,177.17047222230002,,-1,0,1,0,0,0,0,0,0,0,1
16-Aug-2021_EXS22YM,arrival,1374.9333333333334,22,23,16,4023.8114567004777,936.0795877071678,0,2155.489440347914,111.624949329,779.739400985034,3132.4471063864435,23R/05L,1,0,1,0,0,154,146,0,0,0,0
19-Aug-2021_EXS22YM,arrival,5.6,23,23,18,1986.914963162268,588.2779238082001,0,1819.0299061752482,113.648321037,0,1873.266642125268,23R/05L,1,0,3,0,0,0,0,0,0,0,3
20-Aug-2021_EXS22YM,arrival,7.05,22,22,20,2664.55518872673,625.3362220709233,0,2416.453119844446,67.8586664272,1019.764459621634,1576.9320626778958,23R/05L,1,0,1,0,0,0,0,0,0,0,0
21-Aug-2021_EXS22YM,arrival,4.333333333333333,22,22,21,2209.9572346969653,432.33643339082073,0,1799.3508556154413,0,0,2209.9572346969653,23R/05L,1,0,1,0,0,0,2,0,0,0,1
23-Aug-2021_EXS22YM,arrival,6.733333333333333,23,23,22,2663.76793065933,627.384433970974,0,2459.440269168046,67.0714083598,1019.764459621634,1576.9320626778958,23R/05L,1,0,1,0,0,0,0,0,0,1,0
24-Aug-2021_EXS22YM,arrival,2.0833333333333335,23,23,23,331.4168470995223,183.2387049206364,0,120.0266415361,111.624949329,0,219.79189777052227,,-1,0,3,0,0,1,0,0,0,1,1
26-Aug-2021_EXS22YM,arrival,5.6,23,23,25,2825.1776621759677,613.2436698905689,0,2526.4685139526014,106.064213968,1404.7520392958209,1314.361408912147,23R/05L,1,0,2,0,0,0,0,0,0,1,1
27-Aug-2021_EXS22YM,arrival,5.916666666666667,22,22,27,2198.6519760496053,610.9174456606329,0,2029.8423138134367,113.648321037,608.7054608738868,1476.2981941387184,23R/05L,1,0,3,0,0,0,1,0,0,0,2
28-Aug-2021_EXS22YM,arrival,5.466666666666667,22,22,28,1917.307834996768,589.1415388223926,0,1784.9554297614482,99.4776789692,0,1817.830156027568,23R/05L,1,0,3,0,0,0,1,0,0,0,1
30-Aug-2021_EXS22YM,arrival,-1344.9666666666667,00,22,30,2833.4890553223677,649.3797233093034,0,2584.1976288698347,68.0426694591,1628.469920495521,1136.9764653677466,23R/05L,1,0,3,0,0,0,0,0,0,0,0
12-Aug-2021_4258BE,arrival,0.08333333333333333,08,08,12,247.20047642000003,180.8636150141923,0,34.0744764138,213.1260000062,0,34.07447641380003,,-1,0,3,0,0,0,0,0,0,2,1
27-Aug-2021_4258BE,arrival,1.3666666666666667,23,23,26,260.4857017712,170.2851734787781,0,46.8400177682,213.64568400299999,0,46.84001776820003,,-1,0,5,0,0,0,0,0,0,2,3
02-Aug-2021_4258BEx0,departure,4.816666666666666,23,23,01,507.6243256261,110.80466713983691,0,307.1420933604,68.0426694591,0,439.581656167,,-1,0,3,0,0,0,0,0,2,0,0
02-Aug-2021_4258BEx2,arrival,0.5833333333333334,03,03,02,257.58727429411374,73.29215309350651,0,84.61933854019948,0,0,257.58727429411374,23R/05L,1,0,1,0,0,0,0,0,0,0,1
05-Aug-2021_4258BEx1,arrival,7.433333333333334,01,01,05,203.62776878059998,173.97949177849495,0,74.6652859355,107.225057764,0,96.40271101659998,,-1,0,1,0,0,0,0,0,0,0,1
05-Aug-2021_4258BEx6,arrival,0.18333333333333332,19,19,05,207.18043336093905,89.69284993654959,0,68.49647388614582,96.615863148,0,110.56457021293905,,-1,0,2,0,0,0,0,0,0,1,1
05-Aug-2021_4258BEx8,departure,16.9,22,22,05,370.60562197373406,17.45969045989031,0,0,105.36014716,0,265.24547481373406,,-1,0,3,0,1,0,0,0,0,0,0
07-Aug-2021_4258BEx2,departure,0.5833333333333334,03,03,07,497.22673626126505,189.61376771932376,0,351.1161004592651,102.166741827,0,395.05999443426504,,-1,0,2,0,0,0,0,1,1,0,0
07-Aug-2021_4258BEx4,arrival,37.65,17,16,07,550.6312631569514,341.38472689091475,0,335.1755267857514,215.4557363712,0,335.17552678575134,,-1,0,3,0,0,3,1,0,0,1,0
16-Aug-2021_4258BEx1,departure,6.816666666666666,23,00,16,482.4320345427341,197.8408770642401,0,234.83094178470003,102.166741827,0,380.26529271573406,,-1,0,2,0,0,0,0,0,1,0,0
18-Aug-2021_4258BEx0,departure,69.8,23,00,18,587.7646096145342,48.32923284784522,0,393.1971412968,67.0714083598,0,520.6932012547342,,-1,0,5,0,6,0,0,0,4,0,0
26-Aug-2021_4258BEx2,arrival,1.9166666666666667,02,02,26,728.193302211413,164.16932267252838,0,531.3721743192135,112.201789352,0,615.991512859413,,-1,0,1,0,0,0,0,0,0,0,1
01-Aug-2021_RYR1ZT,arrival,2.7,23,23,31,1270.9245662475842,252.11621261771415,0,1087.8324222450253,0,806.5635632358426,464.36100301174156,23R/05L,1,0,3,0,0,0,0,0,0,0,3
03-Aug-2021_RYR1ZT,arrival,3.3,21,21,03,1516.676330847005,420.2504188558632,0,1093.8755505365496,83.4322277087,0,1433.244103138305,23R/05L,1,0,3,0,0,0,0,0,0,0,2
05-Aug-2021_RYR1ZT,arrival,5.0,16,16,05,1392.678736034084,348.2961698552379,0,1135.0914086275254,71.1519727783,806.5635632358426,514.9632000199415,23R/05L,1,0,4,0,0,0,1,0,0,1,2
07-Aug-2021_RYR1ZT,arrival,5.116666666666666,22,22,07,1497.9975790794979,308.40878081594514,0,1068.6878774112427,71.1519727783,806.5635632358426,620.2820430653553,23R/05L,1,0,1,0,0,0,0,0,0,0,0
10-Aug-2021_RYR1ZT,arrival,2.9166666666666665,21,21,10,1392.678736034084,348.2961698552379,0,1135.0914086275254,71.1519727783,806.5635632358426,514.9632000199415,23R/05L,1,0,0,0,0,0,0,0,0,0,0
12-Aug-2021_RYR1ZT,arrival,4.35,16,16,12,1497.9975790794979,308.40878081594514,0,1068.6878774112427,71.1519727783,806.5635632358426,620.2820430653553,23R/05L,1,0,2,0,0,0,1,0,0,1,1
14-Aug-2021_RYR1ZT,arrival,2.7333333333333334,22,22,14,1342.115950320098,291.923187961953,0,962.7071595540425,71.8532588843,806.5635632358426,463.69912819995534,23R/05L,1,0,4,0,0,0,2,0,0,1,2
17-Aug-2021_RYR1ZT,arrival,6.116666666666666,21,21,17,1447.395382071298,298.9574141626649,0,1068.6878774112427,71.1519727783,806.5635632358426,569.6798460571554,23R/05L,1,0,4,0,0,0,2,0,0,0,3
19-Aug-2021_RYR1ZT,arrival,2.6,16,16,19,1392.678736034084,348.2961698552379,0,1135.0914086275254,71.1519727783,806.5635632358426,514.9632000199415,23R/05L,1,0,4,0,0,1,0,0,0,3,1
21-Aug-2021_RYR1ZT,arrival,5.283333333333333,22,22,21,1432.396711802384,347.9769000045638,0,1185.6936056357254,64.6124524558,806.5635632358426,561.2206961107415,23R/05L,1,0,4,0,0,1,2,0,0,1,3
24-Aug-2021_RYR1ZT,arrival,3.55,21,21,24,1335.6840423036826,362.0603387910949,0,1115.834451631675,83.0918278028,608.7054608738868,643.8867536269959,23R/05L,1,0,4,0,0,0,1,0,0,1,1
26-Aug-2021_RYR1ZT,arrival,3.55,16,16,26,1455.9118758165826,361.2980185436147,0,1169.8033190408748,91.6845157884,608.7054608738868,755.5218991542959,23R/05L,1,0,4,0,0,0,0,0,0,1,3
28-Aug-2021_RYR1ZT,arrival,2.15,22,22,28,1164.9438483903841,248.8033238072133,0,974.2208066972255,0,806.5635632358426,358.3802851545415,23R/05L,1,0,2,0,0,0,1,0,0,0,2
31-Aug-2021_RYR1ZT,arrival,4.2,21,21,31,1455.9118758165826,361.2980185436147,0,1169.8033190408748,91.6845157884,608.7054608738868,755.5218991542959,23R/05L,1,0,5,0,0,0,1,0,0,1,4
01-Aug-2021_EZY69QC,arrival,8.3,23,23,31,1498.0001120028912,543.0450567267089,0,1192.0921024728325,170.07485191,0,1327.9252600928912,23R/05L,1,0,3,0,0,0,1,0,0,0,3
03-Aug-2021_EZY69QC,arrival,3.8,21,20,03,1569.5051602107098,409.8254495716167,0,1155.2163342079543,106.733294121,0,1462.7718660897099,23R/05L,1,0,4,0,0,0,0,0,0,0,2
07-Aug-2021_EZY69QC,arrival,24.216666666666665,22,22,07,1958.7386727247817,530.8087855867852,0,1440.4923650311791,109.502424066,0,1849.2362486587817,23R/05L,1,0,1,0,0,0,1,0,0,0,1
10-Aug-2021_EZY69QC,arrival,3.6166666666666667,21,21,10,1464.1863171652958,449.71283861090944,0,1221.619865424237,106.733294121,0,1357.4530230442958,23R/05L,1,0,1,0,0,0,1,0,0,0,1
14-Aug-2021_EZY69QC,arrival,3.466666666666667,22,22,14,1237.1282490722936,409.18572425651905,0,755.1017460344381,139.479225601,0,1097.6490234712935,23R/05L,1,0,2,0,0,0,0,0,0,1,0
17-Aug-2021_EZY69QC,arrival,5.25,21,20,17,1954.903825034468,696.7522704363772,0,1694.3434641151846,90.959777885,0,1863.944047149468,23R/05L,1,0,3,0,0,0,2,0,0,0,2
21-Aug-2021_EZY69QC,arrival,3.9166666666666665,22,22,21,1635.2519595347978,354.7888385515349,0,1165.5475705102426,162.1488571428,806.5635632358426,666.5395391561551,23R/05L,1,0,4,0,0,0,0,0,0,1,1
24-Aug-2021_EZY69QC,arrival,5.2,21,21,24,2065.168175528641,593.3356954103742,0,1717.7083038856506,109.502424066,608.7054608738868,1346.960290588754,23R/05L,1,0,5,0,0,0,1,0,0,1,1
28-Aug-2021_EZY69QC,arrival,1.4,22,22,28,854.1034445415166,224.8202989179844,0,346.0117486636086,0,0,854.1034445415166,23R/05L,1,0,1,0,0,0,0,0,0,0,1
31-Aug-2021_EZY69QC,arrival,2.933333333333333,20,20,31,1199.1495565184825,270.5166437870055,0,923.6875382119634,0,608.7054608738868,590.4440956445958,23R/05L,1,0,4,0,0,0,0,0,0,1,3
01-Aug-2021_TOM7WY,arrival,6.35,23,23,31,1896.979610843168,666.5047673619279,0,1631.9881318476846,127.735225864,0,1769.244384979168,23R/05L,1,0,2,0,0,0,0,0,0,0,2
08-Aug-2021_TOM7WY,arrival,8.0,00,00,08,2426.42760474843,588.1143725521375,0,2154.1618598076466,112.840287221,796.0465784219341,1517.540739105496,23R/05L,1,0,2,0,0,0,0,0,0,0,1
15-Aug-2021_TOM7WY,arrival,7.15,00,23,15,2426.42760474843,588.1143725521375,0,2154.1618598076466,112.840287221,796.0465784219341,1517.540739105496,23R/05L,1,0,1,0,0,0,0,0,0,0,1
22-Aug-2021_TOM7WY,arrival,6.916666666666667,00,00,22,2452.9707851001103,612.5587122525383,0,2227.4110849403137,91.9089601694,0,2361.0618249307104,23R/05L,1,0,3,0,0,0,1,0,0,0,2
29-Aug-2021_TOM7WY,arrival,7.216666666666667,00,00,29,2400.7651296673107,582.0982994487326,0,2155.489440347914,111.624949329,0,2289.1401803383105,23R/05L,1,1,2,0,0,0,0,0,0,0,2
01-Aug-2021_EZY35AF,arrival,6.25,00,00,01,1609.1533300854098,538.2816578016995,0,1181.3817263466542,120.216071857,0,1488.9372582284097,23R/05L,1,0,1,0,0,0,0,0,0,0,1
03-Aug-2021_EZY35AF,arrival,5.083333333333333,23,23,02,2186.185330022015,465.12920199462553,0,1799.3508556154413,112.574782287,0,2073.610547735015,23R/05L,1,0,4,0,0,0,0,0,0,0,3
05-Aug-2021_EZY35AF,arrival,4.583333333333333,20,20,05,1958.7386727247817,530.8087855867852,0,1440.4923650311791,109.502424066,0,1849.2362486587817,23R/05L,1,0,2,0,0,0,1,0,0,0,2
07-Aug-2021_EZY35AF,arrival,3.533333333333333,23,23,06,1609.1533300854098,538.2816578016995,0,1181.3817263466542,120.216071857,0,1488.9372582284097,23R/05L,1,0,3,0,0,0,1,0,0,0,2
08-Aug-2021_EZY35AF,arrival,5.583333333333333,23,23,07,1493.115598206705,418.0196757156232,0,1036.2092724184495,91.6845157884,0,1401.431082418305,23R/05L,1,0,3,0,0,1,0,0,0,1,1
10-Aug-2021_EZY35AF,arrival,4.633333333333334,23,23,09,1725.6990877494097,457.34468221176655,0,1304.1456780692292,112.574782287,0,1613.1243054624097,23R/05L,1,0,0,0,0,0,0,0,0,0,0
12-Aug-2021_EZY35AF,arrival,5.3,21,21,12,1958.7386727247817,530.8087855867852,0,1440.4923650311791,109.502424066,0,1849.2362486587817,23R/05L,1,0,2,0,0,0,0,0,0,0,1
14-Aug-2021_EZY35AF,arrival,5.133333333333334,23,23,13,1958.7386727247817,530.8087855867852,0,1440.4923650311791,109.502424066,0,1849.2362486587817,23R/05L,1,0,1,0,0,0,0,0,0,1,0
15-Aug-2021_EZY35AF,arrival,3.9833333333333334,23,23,14,1237.1282490722936,409.18572425651905,0,755.1017460344381,139.479225601,0,1097.6490234712935,23R/05L,1,0,1,0,0,0,1,0,0,0,1
17-Aug-2021_EZY35AF,arrival,2.9,23,23,16,1435.449320088605,419.3405481553058,0,1036.2092724184495,91.6845157884,0,1343.764804300205,23R/05L,1,0,3,0,0,0,1,0,0,0,2
21-Aug-2021_EZY35AF,arrival,5.716666666666667,23,23,20,2094.787004454282,654.8406734200771,0,1681.0162830631014,104.792093998,0,1989.994910456282,23R/05L,1,0,2,0,0,0,0,0,0,0,1
22-Aug-2021_EZY35AF,arrival,4.65,23,23,21,1785.0743784164874,651.615031853899,0,1093.8755505365496,83.4322277087,0,1701.6421507077876,23R/05L,1,0,3,0,0,0,1,0,0,0,2
24-Aug-2021_EZY35AF,arrival,3.6,23,23,23,1398.2455976984825,362.6188909832973,0,1169.8033190408748,91.6845157884,608.7054608738868,697.8556210361958,23R/05L,1,0,1,0,0,0,0,0,0,0,0
26-Aug-2021_EZY35AF,arrival,3.783333333333333,20,20,26,1455.9118758165826,361.2980185436147,0,1169.8033190408748,91.6845157884,608.7054608738868,755.5218991542959,23R/05L,1,0,0,0,0,0,0,0,0,0,0
28-Aug-2021_EZY35AF,arrival,4.433333333333334,23,23,27,1715.5714999273332,600.8085686934251,0,1440.1744896383527,120.216071857,608.7054608738868,986.6499671964464,23R/05L,1,0,1,0,0,0,0,0,0,0,0
